110797,1.1
110797,6.2
110797,6.18
110797,8.1
110797,8.3
110797,8.4
114730,11.1
114730,9.1
114730,13.1
114730,21.1
11615,1.1
11615,1.2
11615,1.4
11615,15.4
11615,17.1
11615,18.3
11636,7.4
11636,9.2
11636,8.2
11636,12.1
11636,1.1
11636,14.1
11636,1.3
11636,14.2
12079,1.1
12079,6.5
12079,3.2
12079,8.5
12079,4.4
12079,5.1
12079,4.5
12079,5.2
120833,1.1
120833,1.2
120833,8.1
120833,8.2
120833,8.4
120833,8.6
120833,6.3
123848,13.4
123848,17.3
123848,14.4
123848,14.6
13175,1.1
13175,3.1
13175,5.1
13175,3.8
13574,1.1
13574,1.2
13574,1.4
13574,5.1
13574,5.2
13574,6.1
13574,7.1
13574,7.2
13574,7.3
13613,5.1
13613,5.2
13613,6.7
13613,5.2
13613,6.4
13613,6.5
13613,1.4
13655,1.2
13655,1.3
13655,1.4
13655,1.5
13655,3.1
13655,5.10
13655,6.1
13655,8.1
13960,1.1
13960,2.1
13960,6.1
13960,2.2
13960,3.1
13960,5.1
141342,1.1
141342,3.1
141342,4.5
141342,4.6
14286,1.1
14286,1.2
14286,1.3
14286,14.2
14286,10.3
14286,14.3
14286,11.2
14286,12.1
14286,13.1
14286,14.5
14286,15.6
14526,1.1
14526,3.5
14526,3.3
14526,3.4
161649,1.1
161649,5.2
161649,7.5
161649,7.10
161649,7.11
16670,1.1
16670,1.5
16670,3.17
16670,9.5
16670,8.1
16670,11.1
16670,13.1
16670,14.2
16670,14.4
16670,14.5
16670,9.8
16670,9.14
16670,1.3
16670,1.4
16670,9.9
16670,9.10
16670,3.10
16670,9.11
16670,9.12
16843,1.1
16843,1.2
16843,1.3
16843,1.4
16843,1.5
16843,1.6
16843,5.4
16843,5.5
16843,9.10
16843,10.2
177438,1.3
177438,2.2
177438,8.6
177438,8.7
177438,5.5
177438,5.12
177438,8.5
18006,1.1
18006,1.3
18006,2.1
18006,2.2
18006,4.2
18006,5.1
18006,5.2
18006,5.3
18006,8.1
18006,8.2
18102,1.2
18102,1.3
18102,4.2
18102,7.1
18102,10.1
18102,10.2
18102,11.2
18102,12.1
18102,14.2
18102,13.2
18102,13.3
18194,1.2
18194,5.4
18194,6.2
18194,12.4
18194,3.11
18194,12.3
18194,14.4
18194,12.5
18194,14.12
18194,14.13
18194,14.4
18194,14.7
18194,14.9
18194,3.7
184060,1.1
184060,6.5
184060,6.6
184060,6.15
184060,4.3
184060,6.18
184060,6.19
184060,6.25
18716,1.1
18716,10.3
18716,1.2
18716,1.7
18716,3.2
18716,7.2
18716,7.3
18716,7.4
18716,9.1
18716,10.5
18777,1.1
18777,2.1
18777,2.2
18777,2.3
18777,4.1
18777,5.1
22281,2.5
22281,2.10
22281,2.9
22281,4.2
22281,2.10
22281,2.11
22281,2.3
24250,2.2
24250,11.3
24250,13.1
24250,18.3
24250,25.3
24250,32.5
24250,13.2
24250,13.3
24250,13.4
24250,16.1
24250,14.2
24250,38.1
251074,1.1
251074,1.2
251074,4.1
251074,12.1
251074,14.3
251074,24.1
251074,4.3
251074,11.1
251074,11.4
28447,1.4
28447,1.3
28447,1.2
28447,3.1
28447,4.1
28447,5.1
28447,5.2
28447,7.1
28447,9.6
28447,19.2
28447,25.1
30090,1.4
30090,1.5
30090,3.1
30090,1.6
30090,3.2
31521,1.2
31521,2.1
31521,2.2
31521,3.1
31521,3.2
31521,1.1
31521,1.3
31521,4.1
31521,4.2
52271,1.1
52271,2.1
52271,4.11
52271,4.12
52271,3.7
52271,6.15
52271,6.20
52271,6.20
52271,6.22
52271,6.26
52826,1.2
52826,1.5
52826,4.1
52826,2.1
54369,1.2
54369,1.3
54369,1.4
54369,1.5
54369,3.2
54369,6.6
54369,7.2
54369,8.6
54369,8.7
54369,9.1
54369,10.3
54369,10.4
54369,10.5
54369,10.6
55149,1.1
55149,4.1
55149,10.1
55149,6.2
55149,11.1
55794,1.1
55794,1.2
55794,5.2
55794,5.3
55794,7.1
72501,1.1
72501,6.2
72501,12.2
72501,14.8
72501,6.3
72501,8.2
72501,8.3
72501,9.5
72501,9.6
72501,12.3
72501,12.4
96147,1.1
96147,1.4
96147,4.2
96147,7.3
96147,1.2
96147,4.1
96147,7.2
96147,7.4
98893,1.1
98893,5.2
98893,5.3
