1,2.2 
1,2.1 
1,5.5 
1,2.4 
1,1.3 
1,1.2 
1,1.4 
1,1.7 
1,1.5 
1,3.1 
1,4.2 
1,3.2 
1,6.1 
1,3.3 
2,6.5 
2,6.3 
2,12.1 
2,11.1 
2,5.3 
2,1.2 
2,1.4 
2,13.3 
2,7.6 
2,6.6 
2,1.1 
2,5.2 
2,11.4 
2,11.2 
2,1.3 
2,1.5 
2,7.5 
3,5.1 
3,11.1 
3,12.3 
3,1.4 
3,1.6 
3,4.1 
3,1.1 
3,5.4 
3,14.7 
3,1.3 
3,7.3 
3,1.7 
3,1.5 
3,18.1 
4,1.13 
4,8.3 
4,5.3 
4,1.8 
4,1.2 
4,1.6 
4,7.2 
4,7.6 
4,7.4 
4,1.11 
4,7.8 
4,5.2 
4,1.3 
4,1.9 
4,7.3 
4,1.7 
4,1.5 
4,7.7 
4,3.2 
4,1.12 
4,1.10 
4,7.5 
5,5.3 
5,17.14 
5,1.2 
5,17.8 
5,1.6 
5,17.4 
5,16.10 
5,16.6 
5,14.3 
5,15.5 
5,1.3 
5,5.6 
5,1.7 
5,16.11 
5,17.7 
5,16.7 
5,14.2 
5,16.4 
5,17.2 
5,5.5 
5,11.1 
5,15.4 
5,3.6 
5,17.16 
5,1.4 
5,14.1 
5,4.1 
5,16.8 
5,4.5 
5,16.5 
5,17.1 
5,1.1 
5,5.4 
5,3.7 
5,15.3 
5,11.2 
5,1.9 
5,1.5 
5,17.5 
5,17.13 
5,16.9 
6,2.1 
6,2.3 
6,8.1 
6,1.1 
6,5.1 
6,5.2 
6,1.5 
6,9.1 
7,10.9 
7,5.1 
7,3.6 
7,1.4 
7,3.1 
7,9.1 
7,10.8 
7,15.1 
7,2.1 
7,16.3 
7,1.1 
7,11.2 
7,12.2 
7,7.1 
8,1.13 
8,6.3 
8,1.28 
8,2.2 
8,1.23 
8,4.10 
8,1.33 
8,1.2 
8,1.6 
8,1.18 
8,4.7 
8,1.29 
8,1.30 
8,1.20 
8,5.2 
8,1.3 
8,1.19 
8,4.4 
8,1.7 
8,4.8 
8,1.10 
8,1.15 
8,1.31 
8,1.21 
8,1.26 
8,8.6 
8,1.4 
8,8.7 
8,1.16 
8,4.1 
8,9.1 
8,1.11 
8,1.22 
8,1.32 
8,1.27 
8,1.1 
8,8.5 
8,4.11 
8,1.9 
8,1.5 
8,4.2 
8,1.17 
8,1.12 
8,4.6 
9,3.4 
9,5.1 
9,5.2 
9,5.3 
9,1.3 
9,1.4 
9,1.5 
9,6.1 
10,3.4 
10,5.1 
10,11.1 
10,1.8 
10,4.3 
10,1.2 
10,12.3 
10,1.4 
10,12.5 
10,1.6 
10,13.3 
10,4.1 
10,14.1 
10,9.1 
10,3.3 
10,15.1 
10,16.1 
10,2.1 
10,1.1 
10,11.2 
10,12.2 
10,7.1 
10,4.4 
10,13.2 
10,12.6 
10,1.7 
10,1.5 
10,12.4 
10,4.2 
10,13.4 
11,6.4 
11,2.1 
11,9.3 
11,1.1 
11,9.2 
11,9.4 
11,1.3 
11,1.2 
11,4.2 
